Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit Margin,Orders by Year,Orders by Month,Orders by Day,Profitability,Original Price,Orginal Price per product,Sales without discount,Sales without Discount,Discount percentage for one product,Price per product after Discount,Loss per product after discount,Total Loss after Quantity discount
6528,CA-2016-157791,23-12-2016,28-12-2016,Second Class,CA-11965,Carol Adams,Corporate,United States,Warwick,Rhode Island,2886,East,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,1999.96,4,0,899.982,0.45,2016,12,23,0.45,1999.96,499.99,1999.96,1999.96,0,499.99,0,0
6529,CA-2014-146864,22-12-2014,26-12-2014,Standard Class,BT-11530,Bradley Talbott,Home Office,United States,New York City,New York,10024,East,OFF-ST-10004946,Office Supplies,Storage,Desktop 3-Pocket Hot File,216.4,4,0,56.264,0.26,2014,12,22,0.26,216.4,54.1,216.4,216.4,0,54.1,0,0
6530,CA-2014-103744,23-02-2014,27-02-2014,Standard Class,MG-17875,Michael Grace,Home Office,United States,El Paso,Texas,79907,Central,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,6.936,3,0.2,2.3409,0.3375,2014,2,23,0.3375,8.67,2.89,5.5488,8.67,0.066666667,2.312,0.578,1.734
6531,CA-2014-103744,23-02-2014,27-02-2014,Standard Class,MG-17875,Michael Grace,Home Office,United States,El Paso,Texas,79907,Central,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,4.428,3,0.8,-6.8634,-1.55,2014,2,23,-1.55,22.14,7.38,0.8856,22.14,0.266666667,1.476,5.904,17.712
6532,US-2017-107384,04-12-2017,08-12-2017,Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-AR-10001315,Office Supplies,Art,Newell 310,8.8,5,0,2.552,0.29,2017,12,4,0.29,8.8,1.76,8.8,8.8,0,1.76,0,0
6533,US-2017-107384,04-12-2017,08-12-2017,Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Rochester,Minnesota,55901,Central,TEC-AC-10004595,Technology,Accessories,First Data TMFD35 PIN Pad,142.8,1,0,29.988,0.21,2017,12,4,0.21,142.8,142.8,142.8,142.8,0,142.8,0,0
6534,US-2017-107384,04-12-2017,08-12-2017,Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Rochester,Minnesota,55901,Central,TEC-AC-10001539,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,399.95,5,0,143.982,0.36,2017,12,4,0.36,399.95,79.99,399.95,399.95,0,79.99,0,0
6535,CA-2014-128209,17-11-2014,22-11-2014,Standard Class,GT-14710,Greg Tran,Consumer,United States,Buffalo,New York,14215,East,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,2152.776,3,0.2,726.5619,0.3375,2014,11,17,0.3375,2690.97,896.99,1722.2208,2690.97,0.066666667,717.592,179.398,538.194
6536,CA-2014-128209,17-11-2014,22-11-2014,Standard Class,GT-14710,Greg Tran,Consumer,United States,Buffalo,New York,14215,East,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,4007.84,10,0.2,-50.098,-0.0125,2014,11,17,-0.0125,5009.8,500.98,3206.272,5009.8,0.02,400.784,100.196,1001.96
6537,CA-2014-169684,20-10-2014,23-10-2014,First Class,FH-14365,Fred Hopkins,Corporate,United States,Knoxville,Tennessee,37918,South,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",328.59,3,0.4,-147.8655,-0.45,2014,10,20,-0.45,547.65,182.55,197.154,547.65,0.133333333,109.53,73.02,219.06
6538,CA-2014-169684,20-10-2014,23-10-2014,First Class,FH-14365,Fred Hopkins,Corporate,United States,Knoxville,Tennessee,37918,South,OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",98.352,3,0.2,-24.588,-0.25,2014,10,20,-0.25,122.94,40.98,78.6816,122.94,0.066666667,32.784,8.196,24.588
6539,CA-2015-109862,25-10-2015,30-10-2015,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Newark,Delaware,19711,East,TEC-PH-10004042,Technology,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,158.99,1,0,41.3374,0.26,2015,10,25,0.26,158.99,158.99,158.99,158.99,0,158.99,0,0
6540,CA-2015-109862,25-10-2015,30-10-2015,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Newark,Delaware,19711,East,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",291.1,5,0,75.686,0.26,2015,10,25,0.26,291.1,58.22,291.1,291.1,0,58.22,0,0
6541,US-2017-107888,16-11-2017,19-11-2017,First Class,CC-12220,Chris Cortes,Consumer,United States,Seattle,Washington,98103,West,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,73.68,6,0,34.6296,0.47,2017,11,16,0.47,73.68,12.28,73.68,73.68,0,12.28,0,0
6542,US-2017-107888,16-11-2017,19-11-2017,First Class,CC-12220,Chris Cortes,Consumer,United States,Seattle,Washington,98103,West,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",139.92,2,0,23.7864,0.17,2017,11,16,0.17,139.92,69.96,139.92,139.92,0,69.96,0,0
6543,US-2017-107888,16-11-2017,19-11-2017,First Class,CC-12220,Chris Cortes,Consumer,United States,Seattle,Washington,98103,West,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,107.88,3,0.2,10.788,0.1,2017,11,16,0.1,134.85,44.95,86.304,134.85,0.066666667,35.96,8.99,26.97
6544,US-2017-107888,16-11-2017,19-11-2017,First Class,CC-12220,Chris Cortes,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,33.29,1,0,7.9896,0.24,2017,11,16,0.24,33.29,33.29,33.29,33.29,0,33.29,0,0
6545,US-2017-154872,14-05-2017,18-05-2017,Standard Class,DP-13000,Darren Powers,Consumer,United States,Cleveland,Ohio,44105,East,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",58.17,5,0.7,-46.536,-0.8,2017,5,14,-0.8,193.9,38.78,17.451,193.9,0.14,11.634,27.146,135.73
6546,US-2017-154872,14-05-2017,18-05-2017,Standard Class,DP-13000,Darren Powers,Consumer,United States,Cleveland,Ohio,44105,East,OFF-LA-10000973,Office Supplies,Labels,Avery 502,5.04,2,0.2,1.764,0.35,2017,5,14,0.35,6.3,3.15,4.032,6.3,0.1,2.52,0.63,1.26
6547,US-2017-154872,14-05-2017,18-05-2017,Standard Class,DP-13000,Darren Powers,Consumer,United States,Cleveland,Ohio,44105,East,OFF-PA-10000483,Office Supplies,Paper,Xerox 19,24.784,1,0.2,7.745,0.3125,2017,5,14,0.3125,30.98,30.98,19.8272,30.98,0.2,24.784,6.196,6.196
6548,CA-2014-113880,01-03-2014,05-03-2014,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,Elmhurst,Illinois,60126,Central,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,634.116,6,0.3,-172.1172,-0.271428571,2014,3,1,-0.271428571,905.88,150.98,443.8812,905.88,0.05,105.686,45.294,271.764
6549,CA-2014-113880,01-03-2014,05-03-2014,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,Elmhurst,Illinois,60126,Central,OFF-PA-10003036,Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",17.472,3,0.2,5.6784,0.325,2014,3,1,0.325,21.84,7.28,13.9776,21.84,0.066666667,5.824,1.456,4.368
6550,US-2015-164966,30-07-2015,01-08-2015,First Class,GH-14410,Gary Hansen,Home Office,United States,Lakeville,Minnesota,55044,Central,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",155.88,6,0,38.97,0.25,2015,7,30,0.25,155.88,25.98,155.88,155.88,0,25.98,0,0
6551,CA-2015-126739,01-11-2015,03-11-2015,Second Class,JH-16180,Justin Hirsh,Consumer,United States,New York City,New York,10035,East,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,327.564,4,0.1,21.8376,0.066666667,2015,11,1,0.066666667,363.96,90.99,294.8076,363.96,0.025,81.891,9.099,36.396
6552,CA-2017-161578,16-12-2017,21-12-2017,Second Class,RB-19465,Rick Bensley,Home Office,United States,Los Angeles,California,90036,West,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,13.36,2,0,6.4128,0.48,2017,12,16,0.48,13.36,6.68,13.36,13.36,0,6.68,0,0
6553,CA-2017-161578,16-12-2017,21-12-2017,Second Class,RB-19465,Rick Bensley,Home Office,United States,Los Angeles,California,90036,West,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",158.9,5,0,7.945,0.05,2017,12,16,0.05,158.9,31.78,158.9,158.9,0,31.78,0,0
6554,CA-2014-137092,20-10-2014,22-10-2014,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Chicago,Illinois,60653,Central,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,319.968,4,0.2,71.9928,0.225,2014,10,20,0.225,399.96,99.99,255.9744,399.96,0.05,79.992,19.998,79.992
6555,CA-2014-137092,20-10-2014,22-10-2014,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Chicago,Illinois,60653,Central,OFF-ST-10003805,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl",505.32,3,0.2,31.5825,0.0625,2014,10,20,0.0625,631.65,210.55,404.256,631.65,0.066666667,168.44,42.11,126.33
6556,CA-2014-137092,20-10-2014,22-10-2014,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Chicago,Illinois,60653,Central,OFF-PA-10002109,Office Supplies,Paper,Wirebound Voice Message Log Book,3.808,1,0.2,1.2376,0.325,2014,10,20,0.325,4.76,4.76,3.0464,4.76,0.2,3.808,0.952,0.952
6557,CA-2014-137092,20-10-2014,22-10-2014,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Chicago,Illinois,60653,Central,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,8.682,1,0.8,-14.7594,-1.7,2014,10,20,-1.7,43.41,43.41,1.7364,43.41,0.8,8.682,34.728,34.728
6558,CA-2014-137092,20-10-2014,22-10-2014,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Chicago,Illinois,60653,Central,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",24.424,1,0.2,7.9378,0.325,2014,10,20,0.325,30.53,30.53,19.5392,30.53,0.2,24.424,6.106,6.106
6559,CA-2015-166947,05-06-2015,10-06-2015,Standard Class,EB-13750,Edward Becker,Corporate,United States,Buffalo,New York,14215,East,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,1522.638,9,0.1,169.182,0.111111111,2015,6,5,0.111111111,1691.82,187.98,1370.3742,1691.82,0.011111111,169.182,18.798,169.182
6560,CA-2016-160941,21-07-2016,26-07-2016,Standard Class,DK-12835,Damala Kotsonis,Corporate,United States,Roseville,California,95661,West,OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,419.9,5,0,197.353,0.47,2016,7,21,0.47,419.9,83.98,419.9,419.9,0,83.98,0,0
6561,CA-2016-160941,21-07-2016,26-07-2016,Standard Class,DK-12835,Damala Kotsonis,Corporate,United States,Roseville,California,95661,West,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,3.15,1,0,1.512,0.48,2016,7,21,0.48,3.15,3.15,3.15,3.15,0,3.15,0,0
6562,CA-2017-144680,31-03-2017,02-04-2017,First Class,SC-20260,Scott Cohen,Corporate,United States,Arlington,Texas,76017,Central,OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,33.62,5,0.8,-90.774,-2.7,2017,3,31,-2.7,168.1,33.62,6.724,168.1,0.16,6.724,26.896,134.48
6563,CA-2014-166086,07-05-2014,12-05-2014,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Lawrence,Massachusetts,1841,East,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",16.14,3,0,7.9086,0.49,2014,5,7,0.49,16.14,5.38,16.14,16.14,0,5.38,0,0
6564,CA-2014-166086,07-05-2014,12-05-2014,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Lawrence,Massachusetts,1841,East,FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,194.25,2,0.3,-38.85,-0.2,2014,5,7,-0.2,277.5,138.75,135.975,277.5,0.15,97.125,41.625,83.25
6565,CA-2014-166086,07-05-2014,12-05-2014,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Lawrence,Massachusetts,1841,East,OFF-AR-10002578,Office Supplies,Art,Newell 335,8.64,3,0,2.5056,0.29,2014,5,7,0.29,8.64,2.88,8.64,8.64,0,2.88,0,0
6566,CA-2014-166086,07-05-2014,12-05-2014,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Lawrence,Massachusetts,1841,East,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",872.32,4,0,244.2496,0.28,2014,5,7,0.28,872.32,218.08,872.32,872.32,0,218.08,0,0
6567,CA-2017-131282,05-02-2017,08-02-2017,Second Class,CB-12025,Cassandra Brandow,Consumer,United States,Waco,Texas,76706,Central,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,243.992,4,0.8,-426.986,-1.75,2017,2,5,-1.75,1219.96,304.99,48.7984,1219.96,0.2,60.998,243.992,975.968
6568,CA-2017-131282,05-02-2017,08-02-2017,Second Class,CB-12025,Cassandra Brandow,Consumer,United States,Waco,Texas,76706,Central,OFF-AR-10003087,Office Supplies,Art,Staples in misc. colors,7.12,5,0.2,0.712,0.1,2017,2,5,0.1,8.9,1.78,5.696,8.9,0.04,1.424,0.356,1.78
6569,CA-2014-100678,18-04-2014,22-04-2014,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Houston,Texas,77095,Central,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,2.688,2,0.2,1.008,0.375,2014,4,18,0.375,3.36,1.68,2.1504,3.36,0.1,1.344,0.336,0.672
6570,CA-2014-100678,18-04-2014,22-04-2014,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Houston,Texas,77095,Central,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,317.058,3,0.3,-18.1176,-0.057142857,2014,4,18,-0.057142857,452.94,150.98,221.9406,452.94,0.1,105.686,45.294,135.882
6571,CA-2014-100678,18-04-2014,22-04-2014,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Houston,Texas,77095,Central,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,149.352,3,0.2,50.4063,0.3375,2014,4,18,0.3375,186.69,62.23,119.4816,186.69,0.066666667,49.784,12.446,37.338
6572,CA-2014-100678,18-04-2014,22-04-2014,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Houston,Texas,77095,Central,TEC-AC-10000474,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,227.976,3,0.2,28.497,0.125,2014,4,18,0.125,284.97,94.99,182.3808,284.97,0.066666667,75.992,18.998,56.994
6573,CA-2016-161543,10-05-2016,16-05-2016,Standard Class,RD-19720,Roger Demir,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,11.96,2,0,5.8604,0.49,2016,5,10,0.49,11.96,5.98,11.96,11.96,0,5.98,0,0
6574,CA-2016-160535,25-11-2016,30-11-2016,Standard Class,BP-11050,Barry Pond,Corporate,United States,Plainfield,New Jersey,7060,East,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",563.4,4,0,67.608,0.12,2016,11,25,0.12,563.4,140.85,563.4,563.4,0,140.85,0,0
6575,CA-2016-160535,25-11-2016,30-11-2016,Standard Class,BP-11050,Barry Pond,Corporate,United States,Plainfield,New Jersey,7060,East,TEC-MA-10004255,Technology,Machines,Konica Minolta magicolor 1690MF Multifunction Printer,319.92,8,0,118.3704,0.37,2016,11,25,0.37,319.92,39.99,319.92,319.92,0,39.99,0,0
6576,CA-2017-123085,03-03-2017,08-03-2017,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,Los Angeles,California,90008,West,TEC-AC-10000990,Technology,Accessories,Imation Bio 2GB USB Flash Drive Imation Corp,1049.44,8,0,440.7648,0.42,2017,3,3,0.42,1049.44,131.18,1049.44,1049.44,0,131.18,0,0
6577,CA-2017-123085,03-03-2017,08-03-2017,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,Los Angeles,California,90008,West,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,170.352,3,0.2,-17.0352,-0.1,2017,3,3,-0.1,212.94,70.98,136.2816,212.94,0.066666667,56.784,14.196,42.588
6578,CA-2015-153752,06-12-2015,11-12-2015,Second Class,RO-19780,Rose O'Brian,Consumer,United States,Arlington,Virginia,22204,South,TEC-PH-10001615,Technology,Phones,AT&T CL82213,173.94,6,0,50.4426,0.29,2015,12,6,0.29,173.94,28.99,173.94,173.94,0,28.99,0,0
6579,CA-2014-103660,25-08-2014,30-08-2014,Standard Class,MW-18220,Mitch Webber,Consumer,United States,Seattle,Washington,98103,West,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,1007.944,7,0.2,75.5958,0.075,2014,8,25,0.075,1259.93,179.99,806.3552,1259.93,0.028571429,143.992,35.998,251.986
6580,CA-2016-169887,22-10-2016,22-10-2016,Same Day,MS-17530,MaryBeth Skach,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10003001,Office Supplies,Paper,Xerox 1986,6.68,1,0,3.2064,0.48,2016,10,22,0.48,6.68,6.68,6.68,6.68,0,6.68,0,0
6581,CA-2016-169887,22-10-2016,22-10-2016,Same Day,MS-17530,MaryBeth Skach,Consumer,United States,Seattle,Washington,98105,West,OFF-AR-10002766,Office Supplies,Art,Prang Drawing Pencil Set,8.34,3,0,2.2518,0.27,2016,10,22,0.27,8.34,2.78,8.34,8.34,0,2.78,0,0
6582,CA-2016-169887,22-10-2016,22-10-2016,Same Day,MS-17530,MaryBeth Skach,Consumer,United States,Seattle,Washington,98105,West,FUR-FU-10003095,Furniture,Furnishings,"Linden 12"" Wall Clock With Oak Frame",101.94,3,0,30.582,0.3,2016,10,22,0.3,101.94,33.98,101.94,101.94,0,33.98,0,0
6583,CA-2016-148516,07-08-2016,11-08-2016,Standard Class,DW-13585,Dorothy Wardle,Corporate,United States,Edmonds,Washington,98026,West,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,179.97,3,0,86.3856,0.48,2016,8,7,0.48,179.97,59.99,179.97,179.97,0,59.99,0,0
6584,CA-2017-104731,21-07-2017,27-07-2017,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Salem,Virginia,24153,South,OFF-AR-10003727,Office Supplies,Art,Berol Giant Pencil Sharpener,101.94,6,0,29.5626,0.29,2017,7,21,0.29,101.94,16.99,101.94,101.94,0,16.99,0,0
6585,CA-2017-104731,21-07-2017,27-07-2017,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Salem,Virginia,24153,South,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,271.96,4,0,67.99,0.25,2017,7,21,0.25,271.96,67.99,271.96,271.96,0,67.99,0,0
6586,CA-2017-104731,21-07-2017,27-07-2017,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Salem,Virginia,24153,South,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,8.8,5,0,3.872,0.44,2017,7,21,0.44,8.8,1.76,8.8,8.8,0,1.76,0,0
6587,CA-2017-104731,21-07-2017,27-07-2017,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Salem,Virginia,24153,South,OFF-AR-10003829,Office Supplies,Art,Newell 35,19.68,6,0,5.7072,0.29,2017,7,21,0.29,19.68,3.28,19.68,19.68,0,3.28,0,0
6588,CA-2017-104731,21-07-2017,27-07-2017,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Salem,Virginia,24153,South,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",302.94,3,0,69.6762,0.23,2017,7,21,0.23,302.94,100.98,302.94,302.94,0,100.98,0,0
6589,CA-2017-104731,21-07-2017,27-07-2017,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Salem,Virginia,24153,South,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,14.94,3,0,7.1712,0.48,2017,7,21,0.48,14.94,4.98,14.94,14.94,0,4.98,0,0
6590,CA-2017-104731,21-07-2017,27-07-2017,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Salem,Virginia,24153,South,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,231.72,2,0,11.586,0.05,2017,7,21,0.05,231.72,115.86,231.72,231.72,0,115.86,0,0
6591,CA-2014-164749,23-03-2014,26-03-2014,First Class,BG-11740,Bruce Geld,Consumer,United States,Delray Beach,Florida,33445,South,OFF-LA-10004484,Office Supplies,Labels,Avery 476,9.912,3,0.2,3.2214,0.325,2014,3,23,0.325,12.39,4.13,7.9296,12.39,0.066666667,3.304,0.826,2.478
6592,CA-2015-103716,30-04-2015,06-05-2015,Standard Class,KB-16585,Ken Black,Corporate,United States,San Francisco,California,94110,West,OFF-AR-10000658,Office Supplies,Art,Newell 324,34.65,3,0,9.702,0.28,2015,4,30,0.28,34.65,11.55,34.65,34.65,0,11.55,0,0
6593,CA-2015-103716,30-04-2015,06-05-2015,Standard Class,KB-16585,Ken Black,Corporate,United States,San Francisco,California,94110,West,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,19.8,5,0.2,1.7325,0.0875,2015,4,30,0.0875,24.75,4.95,15.84,24.75,0.04,3.96,0.99,4.95
6594,CA-2016-126795,13-06-2016,16-06-2016,Second Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,10024,East,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,33.568,2,0.2,11.7488,0.35,2016,6,13,0.35,41.96,20.98,26.8544,41.96,0.1,16.784,4.196,8.392
6595,CA-2015-146290,04-05-2015,11-05-2015,Standard Class,SV-20815,Stuart Van,Corporate,United States,Indianapolis,Indiana,46203,Central,OFF-AR-10001897,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,125.93,7,0,35.2604,0.28,2015,5,4,0.28,125.93,17.99,125.93,125.93,0,17.99,0,0
6596,CA-2017-157112,23-04-2017,26-04-2017,First Class,GG-14650,Greg Guthrie,Corporate,United States,Columbus,Ohio,43229,East,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,11.76,5,0.7,-7.84,-0.666666667,2017,4,23,-0.666666667,39.2,7.84,3.528,39.2,0.14,2.352,5.488,27.44
6597,CA-2017-157112,23-04-2017,26-04-2017,First Class,GG-14650,Greg Guthrie,Corporate,United States,Columbus,Ohio,43229,East,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,5.344,1,0.2,1.8704,0.35,2017,4,23,0.35,6.68,6.68,4.2752,6.68,0.2,5.344,1.336,1.336
6598,CA-2014-169257,06-06-2014,12-06-2014,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Jacksonville,Florida,32216,South,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,1.365,1,0.7,-0.91,-0.666666667,2014,6,6,-0.666666667,4.55,4.55,0.4095,4.55,0.7,1.365,3.185,3.185
6599,CA-2014-169257,06-06-2014,12-06-2014,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Jacksonville,Florida,32216,South,OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,62.016,2,0.2,22.4808,0.3625,2014,6,6,0.3625,77.52,38.76,49.6128,77.52,0.1,31.008,7.752,15.504
6600,CA-2014-154095,02-12-2014,07-12-2014,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Clinton,Maryland,20735,East,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",60.72,3,0,23.6808,0.39,2014,12,2,0.39,60.72,20.24,60.72,60.72,0,20.24,0,0
6601,CA-2014-154095,02-12-2014,07-12-2014,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Clinton,Maryland,20735,East,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,146.82,3,0,73.41,0.5,2014,12,2,0.5,146.82,48.94,146.82,146.82,0,48.94,0,0
6602,CA-2014-154095,02-12-2014,07-12-2014,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Clinton,Maryland,20735,East,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",239.84,8,0,64.7568,0.27,2014,12,2,0.27,239.84,29.98,239.84,239.84,0,29.98,0,0
6603,CA-2014-154095,02-12-2014,07-12-2014,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Clinton,Maryland,20735,East,OFF-LA-10000634,Office Supplies,Labels,Avery 509,15.66,6,0,7.2036,0.46,2014,12,2,0.46,15.66,2.61,15.66,15.66,0,2.61,0,0
6604,CA-2017-146346,17-06-2017,20-06-2017,First Class,RA-19945,Ryan Akin,Consumer,United States,Commerce City,Colorado,80022,West,OFF-ST-10001418,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,146.352,3,0.2,-32.9292,-0.225,2017,6,17,-0.225,182.94,60.98,117.0816,182.94,0.066666667,48.784,12.196,36.588
6605,CA-2016-148852,26-05-2016,31-05-2016,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Santa Ana,California,92704,West,OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",5.94,3,0,0,0,2016,5,26,0,5.94,1.98,5.94,5.94,0,1.98,0,0
6606,CA-2016-148852,26-05-2016,31-05-2016,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Santa Ana,California,92704,West,OFF-PA-10001293,Office Supplies,Paper,Xerox 1946,45.36,7,0,21.7728,0.48,2016,5,26,0.48,45.36,6.48,45.36,45.36,0,6.48,0,0
6607,CA-2016-148852,26-05-2016,31-05-2016,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Santa Ana,California,92704,West,TEC-PH-10003885,Technology,Phones,Cisco SPA508G,211.168,4,0.2,23.7564,0.1125,2016,5,26,0.1125,263.96,65.99,168.9344,263.96,0.05,52.792,13.198,52.792
6608,CA-2016-148852,26-05-2016,31-05-2016,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Santa Ana,California,92704,West,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,484.704,6,0.2,-84.8232,-0.175,2016,5,26,-0.175,605.88,100.98,387.7632,605.88,0.033333333,80.784,20.196,121.176
